,Unnamed: 0,mmsi,geartype,area,speed
0,0,76527009766959.0,0.0,0.0307559017260014,4.0999999046
1,0,112940878780541.0,0.0,0.0013391883232468,4.0999999046
2,0,125954407820672.0,0.0,0.0267665503506022,4.0999999046
3,0,167072386810842.0,0.0,0.663527031030867,4.9000000954
4,0,274063840293718.0,0.0,0.0131645287385989,4.9000000954
5,0,18483455048454.0,1.0,5.133344924048685,0.8999999762
6,0,18483455048454.0,1.0,10.266689848097364,0.8999999762
7,0,18483455048454.0,1.0,5.133344924048685,0.8999999762
8,0,18483455048454.0,1.0,10.266689848097364,9.3999996185
9,0,47334168288729.0,1.0,0.0,9.3999996185
10,0,87031415611873.0,1.0,0.9361383943335152,10.6999998093
11,0,102029098096261.0,1.0,3.0459441460615326,11.0
12,0,196184437994412.0,1.0,0.0,11.0
13,0,214572731257568.0,1.0,0.4842328213595298,11.0
14,0,7572518792420.0,2.0,0.1327698596929136,12.0
15,0,10759394346704.0,2.0,0.0096401224274258,12.0
16,0,28144259049658.0,2.0,0.0182089243756999,12.0
17,0,30054937091173.0,2.0,0.1072231271288637,12.0
18,0,30581813007233.0,2.0,0.0012150166926398,12.0
19,0,42314208291274.0,2.0,0.7361236136445226,12.1999998093
20,0,53148833486047.0,2.0,0.0,12.1999998093
21,0,59112496180970.0,2.0,0.5037179329798231,12.1999998093
22,0,81653757071585.0,2.0,1.8182425072984847,12.1999998093
23,0,85022770160929.0,2.0,0.0,12.1999998093
24,0,88780175381729.0,2.0,0.0081254255267943,12.1999998093
25,0,94745481952721.0,2.0,0.0012571318592288,12.1999998093
26,0,103786638076601.0,2.0,0.0030618702018982,12.1999998093
27,0,106150487182509.0,2.0,0.0572300123184023,12.1999998093
28,0,126605727399747.0,2.0,0.0,12.1999998093
29,0,130528914446151.0,2.0,0.0694457009135695,12.1999998093
30,0,136929052181490.0,2.0,0.0137438008882671,12.1999998093
31,0,139028728648447.0,2.0,0.0636604471406556,12.1999998093
32,0,149732026109185.0,2.0,0.0069310191259064,12.1999998093
33,0,178858950138911.0,2.0,0.0535556215107981,12.1999998093
34,0,181792856256929.0,2.0,3.788525087655088,12.1999998093
35,0,184922007900201.0,2.0,0.2957158605901337,12.1999998093
36,0,185079710227621.0,2.0,0.2574567467300694,53.0
37,0,194716368060295.0,2.0,0.0128301184911659,53.0
38,0,203685766228826.0,2.0,5.612168371853009,53.0
39,0,205198558017191.0,2.0,1.0981145887379251,53.0
40,0,225986789154693.0,2.0,0.3797544846862588,53.0
41,0,230452925672863.0,2.0,0.0092447103414643,53.0
42,0,245558512447234.0,2.0,0.1311511085708154,53.0
43,0,261683006747890.0,2.0,1.5781874531359137,53.0
44,0,262522671777909.0,2.0,0.0022356251105728,0
45,0,271648488454992.0,2.0,0.0,0
46,0,273352002611600.0,2.0,0.0007027416368549,0
47,0,280291299563683.0,2.0,16.404174018481896,0
48,0,94009022646679.0,2.0,0.0,0
49,0,104081773926431.0,2.0,0.0,0
50,0,12639560807591.0,3.0,24.81483528704622,11.5
51,0,51394439323066.0,3.0,7.448112273201559,11.5
52,0,77182424306278.0,3.0,0.0309148088024162,11.5
53,0,103576446797335.0,3.0,11.31371606428069,11.5
54,0,118485905119293.0,3.0,964.790828772815,12.5
55,0,168015789077263.0,3.0,1.0472249577881896,12.5
56,0,215151145083937.0,3.0,104.81603443004684,12.5
57,0,257110405481434.0,3.0,20.917910624412063,12.5
58,0,281060477973977.0,3.0,0.0,12.5
59,0,23770783250938.0,3.0,0.0,12.5
60,0,81263963638651.0,3.0,0.0,12.5
61,0,5601266154050.0,3.0,25.44256921452798,12.5
62,0,23593130178765.0,3.0,45.50896362934346,12.5
63,0,31865679879784.0,3.0,39.229359579258485,15.1999998093
64,0,56414685655968.0,3.0,0.1335340356525272,15.1999998093
65,0,60628870128017.0,3.0,3.956531926236504,15.1999998093
66,0,68776567390102.0,3.0,4.240913173016413,15.1999998093
67,0,80557044293978.0,3.0,29.508492193885925,15.1999998093
68,0,91817019950540.0,3.0,5.483895110148366,15.1999998093
69,0,100043174358994.0,3.0,2.6783284369511065,15.1999998093
70,0,122096467518708.0,3.0,2.9717823660117606,15.1999998093
71,0,132854487178939.0,3.0,8.299526055516179,15.1999998093
72,0,157606376843577.0,3.0,14.401000571268188,15.1999998093
73,0,182087889708399.0,3.0,2250.658972911397,15.1999998093
74,0,188687364514644.0,3.0,25.451099642110545,15.1999998093
75,0,196934368191473.0,3.0,7.045231618336158,15.1999998093
76,0,207493565218514.0,3.0,104.3351737167953,15.1999998093
77,0,260992596962571.0,3.0,1.3894457396371735,15.1999998093
78,0,266462074800686.0,3.0,3.5184460953040637,15.1999998093
79,0,277458320934593.0,3.0,0.0,15.1999998093
80,0,16508054338972.0,3.0,0.1807314590271757,15.1999998093
81,0,20001834541437.0,3.0,1.493097521875172,15.1999998093
82,0,21232708893780.0,3.0,0.0,15.1999998093
83,0,23406746127304.0,3.0,3.7278392476824,15.1999998093
84,0,27932326533321.0,3.0,1.2805327876121868,15.1999998093
85,0,30373804074051.0,3.0,226.00000506254065,15.1999998093
86,0,32225346417081.0,3.0,1.105871578387001,15.1999998093
87,0,33266086194351.0,3.0,1.1754985713511197,84.0999984741
88,0,36427802545466.0,3.0,531.2393588382466,84.0999984741
89,0,37908995999986.0,3.0,0.0591481513112813,84.0999984741
90,0,40976637345731.0,3.0,47.16766164852589,84.0999984741
91,0,41941786536935.0,3.0,9.169862446064744,84.0999984741
92,0,48455039594066.0,3.0,0.1942532537089591,84.0999984741
93,0,49160289345306.0,3.0,7.704630831016439,84.0999984741
